group	entity
LFI	b79cdc5ca350
LREM	0880ec12f20c
LREM	f09217f4a510
EELV	4b9d08120e08
LREM	4d66b19148cd
LREM	8e3f73de6b9c
RN	f2223ee09eab
EELV	0961031a338c
RN	841091f973a6
LREM	5d2a300df051
LFI	ba97d065a059
LFI	d42cb0d8ddc1
LR	02495aa6e4c1
LR	597af77d4194
LR	f9789f13bc7a
LR	123241070a5d
LR	d410c8996d0f
LR	80c69e98392d
LR	ff5733db8228
LR	1a4961a87f19
LR	907ac5513418
LR	186879f08f0c
LR	e1af60085887
LR	8c200d031757
LR	5dc8f3c09188
LR	eafffb45da3d
LR	f7a637719047
LREM	8305a466e6f8
LREM	b98d3d2a94ae
LFI	159d17954e8b
LREM	96f58003efd7
MoDem	a3883d0d70f3
MoDem	cc143134b922
LFI	815188498aea
LREM	81d8034069ac
LREM	2f22a7cd94b0
LREM	f07f447dd9ed
LREM	bef44f1fbd7d
LREM	1fcb1f28a51c
LREM	4fd9b0cffb1f
RN	e10ccfb52798
LFI	164a980cc822
LREM	133845253ba6
LREM	79e72337bccb
LFI	e9740a9e2d3b
LREM	c72b36bb65ce
LFI	b7a90ff6d5e4
LREM	32104af405ba
LREM	e826eab6a8f3
RN	a78e1251cf7b
RN	6f91084ab68b
RN	6fe1ec93be03
RN	820432115e66
RN	7a7d2d091d1a
RN	4c6d9abd3cf2
RN	5e9b71237e2c
RN	8dd45f6b887d
RN	4997d0e40cb4
RN	f2a6dbfe9d60
RN	c0455fb899e0
RN	b134e98f449c
RN	6a9cdaa183ea
RN	58819bd31447
RN	84a33c2b9ae5
RN	9c3f60153542
RN	d4b20de16ee0
RN	56d1955e4464
RN	7a85b0fcfd93
RN	15140c85a4c6
RN	896876d9454a
RN	1daa20a74cb0
RN	cf3d94493377
LREM	903379794181
RN	fa4f84966d83
RN	6ccaa336f315
RN	e17c6397366a
RN	6514ea28a7c9
LREM	86278a6137c6
RN	4cc201509459
RN	4561df52321b
RN	de9c3a3865e7
RN	ff6824ea9b01
LREM	1b95be31d368
RN	b5dd407e7a3c
RN	807240e4f1e7
RN	b05dbb85afbd
RN	190cd8d17626
RN	989ca2cb7b0a
RN	962322251315
RN	6e03ffa9cc4f
RN	58f69d571c12
RN	4d2f4b80135a
RN	994075d4d857
RN	57b6d765b418
LREM	68b8c8e62cc0
LREM	b9ecc5c38535
MoDem	844c6112bc4c
LR	0c4fa88fa666
LREM	8c45d77ef422
LR	c0052ef68b1d
LR	e5551e36c446
LR	2b26547ca43f
LFI	62685b4549b7
LFI	641659354297
LFI	cde99eba06b0
LFI	c50fef70a986
LFI	1c3c88df040d
LFI	de47753658c5
LFI	6ce56b01d6ed
LFI	0731c0520d58
LFI	2a5249326aef
LFI	9053363b31a6
LFI	65126a0663b3
PS	e21f437ef5c5
EELV	eea1fb276d93
LFI	980abeee5c75
LFI	8f84b4f0f0e4
LFI	29c73db73bbd
LFI	4871e467ba27
PS	2c64f1b32a23
LFI	ec862843e3a3
LFI	948c25949296
LFI	044669367bf8
LFI	38ca4d11bf26
PS	621f96a59a2d
LREM	a67e47b5e063
LREM	110f57aeaf59
LREM	73c7f5097790
LREM	dd08de8b2e38
MoDem	5998a3552745
LREM	5e6cad297362
LREM	4e0ba4bb0e86
LREM	d95fd8563fd8
LREM	7eccc7d292d0
LREM	2287dfd9f796
MoDem	7600d3130939
LREM	8ee27e4ef6d2
PS	0a214e154359
LREM	af22d78cd2b7
LR	681e023019b5
LR	0d831adfefe4
LR	2967a740c959
LR	6725c564c3d9
LR	52e43e9f24bd
LREM	5fc0e9a1d342
LR	aaf861cb27f0
LR	5b6097132551
LR	b3fb7e023f66
LR	b5501ce19143
LR	9781ea916558
MoDem	03ec94fc338f
LREM	e7359b379dab
LREM	7be4f417ee0b
LREM	604a334a7e83
LREM	fd48edcef1d6
LREM	6890ee78b3b7
LREM	75fd9d87a62b
LREM	a8a10942671f
LREM	23c97806097d
MoDem	f6bcaee76790
MoDem	ba7dbe8e5fe9
LREM	e32f33ba310d
LREM	5fdb5ee37fcb
LREM	7ae3b090a07d
MoDem	b5093ba8c624
LREM	af964dde9358
MoDem	6ca8e42d615c
MoDem	8f0f3247cf16
LREM	a72ff2eec5c8
LREM	057b750b92d0
LREM	6527bf5b8c9b
MoDem	2668157cd65c
LREM	0c0a28553b44
MoDem	4337a9037090
LREM	2ca88c6c9b38
LREM	0baf8484e6eb
LREM	bf61ba1e71b0
MoDem	946e0a1f3c3b
PS	a9c1829c3d87
LREM	14a225528edc
LREM	1c6ea0b5703f
MoDem	5cd3ee7e6c3d
LREM	b554f6a73a06
LREM	7b2b3c1021e5
LREM	3d80a0dddda4
LR	79b2b4f3d5e7
LR	b5a76fe502ff
LREM	5c6854af6f04
LREM	7a20f644ee5a
LREM	246484e4dcd8
LREM	bacface5b971
LREM	d6bd00da002b
LREM	ca7c8b7626b6
PS	b7f88a2cda89
LREM	b89913c10620
MoDem	5d01681fb28d
LR	b80ea36e9e12
PS	55fd70180bbc
MoDem	1f7ab71bfee5
LREM	42e1754cd6f3
LREM	44220b92602d
LREM	374de742caba
LR	3d274586eb0e
LR	8f9a60420f93
MoDem	bd8e07d120de
LREM	d4ecd0c5fb39
PS	13a5da549209
LREM	5a269b99f770
LREM	afbd5072f8cd
EELV	42f859b3b9e4
PS	050eaaabba38
MoDem	5ba89142948e
PS	6332248db3af
EELV	3dc4c4836f6f
MoDem	851e13867bf7
PS	18a59095ce4e
PCF	a334b05654c4
PCF	bea7f00a381c
LREM	d19c3bcee5b9
PS	e880a353d855
EELV	ee64acc5646b
LFI	cccf21196983
LFI	695465a6cd4e
LR	ba30790d08ce
LREM	5763945393de
PS	626f54092922
LREM	b869e19dd040
LFI	e2662736f25e
EELV	924ae64b914f
LR	09e20516fd03
MoDem	f6855356e279
LR	110795b036f4
LREM	6faea4877aba
EELV	50b2b9cca143
PS	220ff7bd312e
PS	747c994c66fa
PS	e17bb5fabcef
LREM	474702141611
EELV	b67491248628
LFI	3f40b74e6dc1
LREM	0cfdd022cf56
PCF	7680a29ff228
LFI	f9ffc448368f
PCF	c62016a826f7
MoDem	68c3ff97af97
LR	78bc6590befe
LFI	df8f0cb40d42
LREM	62e58a4ecd5f
LREM	3cfe192e1303
MoDem	c9346e899a50
LREM	a0c7b30829d1
PCF	1284ccdb95da
MoDem	41971429d5db
PCF	5a0b287c32cd
PS	d8d58585f112
MoDem	67d9cc08c5d6
LREM	16bb37e82cf6
PCF	69cb351a95d7
EELV	6728197500d2
MoDem	b76d771534cc
EELV	941a9ee18db2
LR	f30618d605d4
PCF	26c48d429d03
LR	2c06c1d5af77
PS	63207d44df88
LFI	5868d1715595
PCF	e0483b775454
EELV	e88c6f0847c1
LR	0496d5a85273
EELV	1f46fa8ac7e2
LR	cd2797570371
EELV	88bde21271e6
MoDem	bd91a9561183
LR	fcf639d08778
LR	6293b1468e27
LR	5822e170d07f
MoDem	e1009cbfee1c
PS	8eff9e08e02f
LR	51544f47a65e
PCF	a40e3c88141d
PCF	256ad1df5da6
LR	d4368610d0e0
LR	b8ebff97fbb9
LR	e00dcbe4beda
LR	e34fb9caaef7
LR	1685496af2da
PS	f0425ea361a4
LR	55f06a6ab95e
LR	6f1d4dbda630
LR	e6728dec740d
LR	6469c8cc90a8
LR	f8c43721c745
LR	a204ad9d7bb3
LR	69777d10ac09
LR	e5577dd5ba78
LR	b7d81f6c0bd3
LR	84d4d6755d88
LR	6259d10608b2
LR	e4cd09b4d23b
LR	a0a418c4c441
LR	391bf8ce0475
LR	c9bbfd607a90
LR	d08330d768bd
LR	a932f2c71431
LR	8554b1b7fe9a
LR	065b4116eed4
LR	515c399eab11
LR	69c15dfbd47c
LR	8963a5324a6a
LR	92bda2e4af55
LR	f2c8127e1aa3
LR	f265c7562031
LR	c732af73413a
LR	be25ca3d38b9
MoDem	d8a64ff8ff93
LREM	c5233079364d
EELV	76266af1bbd5
LFI	e655921ad7f2
LR	333a81de19a5
LR	680eebbcc4df
MoDem	217306e500f1
LR	15c5658932cc
LR	adb5a900ef48
LR	7793f3734664
LR	52f2943a91a0
LR	95d7e807bde5
LR	554ab5975bb0
LR	75e7f30b2c1d
LR	3df545b62a11
LR	471d13185245
LR	11b2487adbdc
LR	6d3109c32a8f
LR	34af9a395f2b
LR	9545b9ce2349
LR	be9423cacd8f
LR	fa36c8cd2da9
LR	083a7ffbd80c
LR	2293d35137b7
LR	d1131710a724
LR	db1d1e727f71
LR	8bcf89408cf8
LR	a6957d93c1ec
PARTY	EELV
PARTY	LFI
PARTY	LR
PARTY	LREM
PARTY	MoDem
PARTY	PCF
PARTY	PS
PARTY	RN
